geografia_key,ubigeo,dominio_cod,dominio,estrato_cod,estrato,latitud,longitud,altitud
1,10101,4,Sierra Norte,4,De 20 000 a 49 999 habitantes,-6.234386829,-77.869230754,2350.55706301
2,10101,4,Sierra Norte,4,De 20 000 a 49 999 habitantes,-6.219789096,-77.866251653,2365.03256481
3,10110,4,Sierra Norte,5,De 2 000 a 19 999 habitantes,-6.700434899,-77.799106925,2157.8254433
4,10307,7,Selva,5,De 2 000 a 19 999 habitantes,-5.950801463,-77.978353978,1318.04033865
5,10701,7,Selva,4,De 20 000 a 49 999 habitantes,-5.766427211,-78.454068084,561.8745657
6,10101,4,Sierra Norte,8,Área de Empadronamiento Rural simple,-6.257054085,-77.821308181,2653.0
7,10101,4,Sierra Norte,8,Área de Empadronamiento Rural simple,-6.255937598,-77.811565047,2599.0
8,10504,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.318565,-77.960478333,2352.0
9,10504,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.328146947,-77.968604478,2749.0
10,10501,4,Sierra Norte,6,De 500 a 1 999 habitantes,-6.136848647,-77.949819414,2300.49624872
11,10109,4,Sierra Norte,8,Área de Empadronamiento Rural simple,-6.47304744,-77.828796092,2726.0
12,10205,7,Selva,7,Área de Empadronamiento Rural compuesto,-4.93629,-78.202075,300.0
13,10205,7,Selva,7,Área de Empadronamiento Rural compuesto,-4.9652,-78.218898333,360.0
14,10401,7,Selva,7,Área de Empadronamiento Rural compuesto,-4.716103333,-78.056946667,224.0
15,10401,7,Selva,7,Área de Empadronamiento Rural compuesto,-4.686663333,-78.08077,225.0
16,10612,7,Selva,7,Área de Empadronamiento Rural compuesto,-6.133621667,-77.289571667,1640.0
17,10612,7,Selva,7,Área de Empadronamiento Rural compuesto,-6.20719,-77.260801667,1493.0
18,10205,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.222701667,-78.332976667,331.0
19,10205,7,Selva,7,Área de Empadronamiento Rural compuesto,-5.232735,-78.256393333,326.0
20,21809,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.119338972,-78.526040519,31.1940136514
21,21801,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.069444379,-78.598210556,13.1859190083
22,21809,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.134505393,-78.486894454,108.562106994
23,21801,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.050032551,-78.58953074,56.8286305122
24,21809,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-9.14936294,-78.505632018,20.3102510181
25,21101,2,Costa Centro,4,De 20 000 a 49 999 habitantes,-10.064263695,-78.148212622,12.0423691708
26,21808,2,Costa Centro,5,De 2 000 a 19 999 habitantes,-8.984481014,-78.615989007,19.7928894155
27,21105,5,Sierra Centro,6,De 500 a 1 999 habitantes,-9.928497338,-77.659146683,3149.28355187
28,20105,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-9.494021389,-77.539081096,2974.26312351
29,20105,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-9.467753673,-77.536958545,2967.25275985
30,22001,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-9.129863948,-77.756095561,2422.30563301
31,20702,5,Sierra Centro,6,De 500 a 1 999 habitantes,-8.978281881,-77.186594283,2805.69074629
32,20111,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-9.550841667,-77.739818333,2832.0
33,21307,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-8.928356667,-77.390965,3208.0
34,21307,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-8.927061667,-77.365063333,3055.0
35,21402,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-10.6071,-77.42294,720.0
36,22001,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-9.1161,-77.737875,2652.0
37,22001,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-9.12506,-77.727693333,3241.0
38,21604,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-8.675286667,-77.377745,2983.0
39,21604,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-8.694113333,-77.38976,3377.0
40,30101,6,Sierra Sur,3,De 50 000 a 99 999 habitantes,-13.630210453,-72.88410676,2461.07411768
41,30602,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-13.531119728,-73.684002584,3145.68002457
42,30401,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-14.29566932,-73.245533166,2895.89562263
43,30602,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-13.54128565,-73.666950084,3378.71596846
44,30304,6,Sierra Sur,6,De 500 a 1 999 habitantes,-14.453234459,-72.912275707,3533.51405045
45,30503,6,Sierra Sur,8,Área de Empadronamiento Rural simple,-13.991788333,-72.434688333,3968.0
46,30503,6,Sierra Sur,8,Área de Empadronamiento Rural simple,-13.982765,-72.441003333,3872.0
47,30506,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-14.166421667,-72.32569,3864.0
48,30506,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-14.205715,-72.290273333,3938.0
49,30604,6,Sierra Sur,8,Área de Empadronamiento Rural simple,-13.332045,-73.67904,3295.0
50,30604,6,Sierra Sur,8,Área de Empadronamiento Rural simple,-13.33414,-73.68311,3346.0
51,30201,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.689768333,-73.369455,3303.0
52,30201,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.70568,-73.353355,3486.0
53,30203,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.904745,-73.653066667,3126.0
54,30712,6,Sierra Sur,6,De 500 a 1 999 habitantes,-14.073190334,-72.621696016,2754.14825854
55,40129,6,Sierra Sur,1,De 500 000 a más habitantes,-16.43321362,-71.521489852,2352.40500157
56,40104,6,Sierra Sur,1,De 500 000 a más habitantes,-16.360971567,-71.623364737,2355.84752335
57,40122,6,Sierra Sur,1,De 500 000 a más habitantes,-16.445309672,-71.536778054,2293.83999785
58,40110,6,Sierra Sur,1,De 500 000 a más habitantes,-16.375707756,-71.501903835,2591.46399678
59,40112,6,Sierra Sur,1,De 500 000 a más habitantes,-16.422563503,-71.463993822,2775.7222158
60,40129,6,Sierra Sur,1,De 500 000 a más habitantes,-16.434887978,-71.520188585,2353.07358505
61,40104,6,Sierra Sur,1,De 500 000 a más habitantes,-16.315660699,-71.550967678,2735.27821957
62,40104,6,Sierra Sur,1,De 500 000 a más habitantes,-16.354426583,-71.632457509,2357.19208662
63,40101,6,Sierra Sur,1,De 500 000 a más habitantes,-16.407189522,-71.546815464,2302.35365583
64,40103,6,Sierra Sur,1,De 500 000 a más habitantes,-16.302315446,-71.526939324,2935.73585006
65,40102,6,Sierra Sur,1,De 500 000 a más habitantes,-16.36298788,-71.518970393,2545.88279722
66,40121,3,Costa Sur,5,De 2 000 a 19 999 habitantes,-16.490783772,-72.096191302,1279.14997694
67,40401,3,Costa Sur,5,De 2 000 a 19 999 habitantes,-16.078121506,-72.492003221,618.778063557
68,40305,3,Costa Sur,5,De 2 000 a 19 999 habitantes,-15.460623005,-74.677069655,210.013638143
69,40128,6,Sierra Sur,4,De 20 000 a 49 999 habitantes,-16.315989614,-71.603345735,2616.29728351
70,40111,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-16.491739083,-71.493607595,2419.05357952
71,40105,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-16.480660628,-71.484155901,2457.60120927
72,40125,3,Costa Sur,7,Área de Empadronamiento Rural compuesto,-16.456250949,-71.91365044,1197.0
73,40302,3,Costa Sur,8,Área de Empadronamiento Rural simple,-15.173675,-74.51664,575.0
74,40302,3,Costa Sur,8,Área de Empadronamiento Rural simple,-15.282325,-74.570718333,398.0
75,40608,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-15.757253333,-72.91901,2680.0
76,50115,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-13.154096279,-74.216348986,2762.5754174
77,50104,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-13.180046498,-74.21974484,2863.24492744
78,50110,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-13.166509045,-74.221462988,2740.63879402
79,50104,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-13.177697163,-74.227134084,2805.69746694
80,50601,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-14.699178712,-74.132432065,3184.63212815
81,50701,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-15.017143651,-73.77598576,3185.69522427
82,50503,7,Selva,5,De 2 000 a 19 999 habitantes,-12.600985038,-73.832084061,963.667540433
83,50908,5,Sierra Centro,6,De 500 a 1 999 habitantes,-14.167065862,-73.574596701,3416.64434822
84,51105,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-13.738338333,-73.941696667,3519.0
85,51105,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-13.752265,-73.969928333,2670.0
86,50501,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-12.989911667,-73.975715,2802.0
87,50501,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-12.991333333,-73.954706667,3112.0
88,50202,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-13.347623857,-74.571783059,3852.0
89,50202,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-13.414733333,-74.564201667,4442.0
90,50510,7,Selva,7,Área de Empadronamiento Rural compuesto,-12.875828333,-73.617371667,1246.0
91,50510,7,Selva,7,Área de Empadronamiento Rural compuesto,-12.897343333,-73.583471667,1344.0
92,60101,4,Sierra Norte,2,De 100 000 a 499 999 habitantes,-7.146735398,-78.508691879,2697.41385909
93,60108,4,Sierra Norte,2,De 100 000 a 499 999 habitantes,-7.13230402,-78.461968188,2707.60504959
94,60201,4,Sierra Norte,5,De 2 000 a 19 999 habitantes,-7.610910447,-78.050228053,2674.08011723
95,60801,7,Selva,3,De 50 000 a 99 999 habitantes,-5.706972936,-78.79692962,701.791104039
96,60801,7,Selva,3,De 50 000 a 99 999 habitantes,-5.71092006,-78.807974412,734.109736885
97,60801,7,Selva,3,De 50 000 a 99 999 habitantes,-5.743886959,-78.846516991,1256.84752695
98,60801,7,Selva,3,De 50 000 a 99 999 habitantes,-5.699173992,-78.807643081,729.880704903
99,60505,1,Costa Norte,6,De 500 a 1 999 habitantes,-7.426994107,-78.927208876,1341.97224289
100,60101,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.046481911,-78.55225656,3543.0
101,60101,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.087763588,-78.541801141,3229.0
102,60107,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.205086667,-78.425533334,2618.0
103,60107,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.2191,-78.430191667,2623.0
104,60408,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.43154,-78.657468333,2436.0
105,60408,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.403916667,-78.672501667,2275.0
106,60401,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.612320474,-78.611911619,2938.0
107,61307,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.707991667,-78.937593333,2248.0
108,61307,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.715921667,-78.947643333,2519.0
109,60309,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.94239,-78.30645,3799.0
110,60309,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.970156667,-78.306258333,3778.0
111,60701,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.800120363,-78.492063875,3348.0
112,60701,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-6.773206995,-78.491877561,2970.0
113,61007,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.26211,-77.965815,3240.0
114,61007,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.303273333,-78.000331667,3090.0
115,60810,7,Selva,8,Área de Empadronamiento Rural simple,-5.785986667,-79.302508333,1874.0
116,60810,7,Selva,8,Área de Empadronamiento Rural simple,-5.798468333,-79.297483333,2020.0
117,60810,7,Selva,8,Área de Empadronamiento Rural simple,-5.802518333,-79.29172,2273.0
118,60614,7,Selva,7,Área de Empadronamiento Rural compuesto,-6.332246667,-78.718818333,1900.0
119,60614,7,Selva,7,Área de Empadronamiento Rural compuesto,-6.366455,-78.71057,2876.0
120,70101,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.042461936,-77.107879454,34.0446586989
121,70106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.8560765,-77.145492476,89.4823035823
122,70106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.83089297,-77.133588703,319.291297676
123,70106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.840869482,-77.162548213,119.570052773
124,70101,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.009048169,-77.098401116,37.9871280988
125,70106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.884644615,-77.130680081,21.1703222206
126,70106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.87993154,-77.128038118,12.6005379435
127,70101,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.024877374,-77.096931402,46.2417621799
128,70106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.88975023,-77.116804842,128.406282737
129,70106,8,Lima Metropolitana,1,De 500 000 a más habitantes,-11.841830837,-77.142855107,178.161159583
130,70102,8,Lima Metropolitana,1,De 500 000 a más habitantes,-12.060092223,-77.114684059,29.4631416357
131,80106,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-13.528547307,-71.981817409,3413.69108503
132,80106,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-13.538937826,-71.963287615,3369.50623884
133,80101,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-13.517900818,-71.987694407,3474.21548066
134,80105,6,Sierra Sur,2,De 100 000 a 499 999 habitantes,-13.543201025,-71.935957487,3310.56352458
135,81302,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-13.401239501,-72.049696696,3745.68903081
136,80708,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-14.521324995,-71.888724866,3736.32809749
137,80205,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-14.033240224,-71.569880058,3689.13824949
138,80403,6,Sierra Sur,5,De 2 000 a 19 999 habitantes,-13.313806234,-71.877711745,3731.48498213
139,80703,6,Sierra Sur,6,De 500 a 1 999 habitantes,-14.299208212,-71.849777127,3773.23061379
140,80101,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.494901383,-71.986367567,3806.0
141,80101,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.498274729,-71.985547471,3762.0
142,80302,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.482926667,-72.341266667,3770.0
143,80302,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.483913333,-72.333795,3715.0
144,81005,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.753015,-71.986016667,2712.0
145,81005,6,Sierra Sur,7,Área de Empadronamiento Rural compuesto,-13.76152,-72.082081667,2984.0
146,80901,7,Selva,8,Área de Empadronamiento Rural simple,-12.832552886,-72.657076424,1650.0
147,80901,7,Selva,8,Área de Empadronamiento Rural simple,-12.809946712,-72.667031647,1440.0
148,80903,7,Selva,8,Área de Empadronamiento Rural simple,-13.011711667,-72.522556667,1770.0
149,80903,7,Selva,8,Área de Empadronamiento Rural simple,-13.020176667,-72.507628333,2020.0
150,80903,7,Selva,8,Área de Empadronamiento Rural simple,-13.025846667,-72.492298333,1884.0
151,80913,7,Selva,7,Área de Empadronamiento Rural compuesto,-12.839799981,-73.509509983,2106.0
152,80913,7,Selva,7,Área de Empadronamiento Rural compuesto,-12.866963333,-73.561483333,701.0
153,90101,5,Sierra Centro,4,De 20 000 a 49 999 habitantes,-12.787289252,-74.964280588,3745.00517839
154,90101,5,Sierra Centro,4,De 20 000 a 49 999 habitantes,-12.793801478,-74.944568179,3772.15268051
155,90706,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-12.389118815,-74.862485352,3243.55274362
156,90301,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-12.99143538,-74.722058078,3262.4860853
157,90203,5,Sierra Centro,6,De 500 a 1 999 habitantes,-12.789799572,-74.68064509,3491.73961438
158,90306,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.973258333,-74.500521667,3744.0
159,90306,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.986266667,-74.482811667,3555.0
160,90306,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.997081667,-74.48933,3596.0
161,90113,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.70759,-75.194176667,4258.0
162,90113,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.713855,-75.171385,4594.0
163,90113,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.75371,-75.155631667,4664.0
164,90113,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.758786666,-75.150413334,4664.0
165,90113,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.757081667,-75.224538334,4600.0
166,90303,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.885105,-74.629403333,3956.0
167,90303,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.893996667,-74.622861667,3758.0
168,90303,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.894726667,-74.61315,3635.0
169,90506,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-12.7272,-74.452388334,3603.0
170,90506,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-12.752513333,-74.44118,3202.0
171,90117,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-12.751421667,-74.857641667,3666.0
172,90402,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-13.15311,-75.539131667,2838.0
173,90402,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-13.158785,-75.54225,3111.0
174,90719,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-12.44702,-74.742746667,3873.0
175,90719,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-12.464888333,-74.745415,3572.0
176,100111,7,Selva,2,De 100 000 a 499 999 habitantes,-9.953828369,-76.253218797,1957.07580727
177,100101,7,Selva,2,De 100 000 a 499 999 habitantes,-9.918532464,-76.239112974,1922.37082093
178,100101,7,Selva,2,De 100 000 a 499 999 habitantes,-9.930520805,-76.250987384,1983.23026394
179,100104,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-9.773591284,-76.23076264,2972.23295861
180,100601,7,Selva,3,De 50 000 a 99 999 habitantes,-9.300625134,-75.995101468,682.228783007
181,100606,7,Selva,5,De 2 000 a 19 999 habitantes,-9.323221243,-76.034975625,669.704801498
182,100601,7,Selva,3,De 50 000 a 99 999 habitantes,-9.288371549,-75.98737697,648.822362351
183,100509,5,Sierra Centro,6,De 500 a 1 999 habitantes,-9.50055502,-76.885196475,3739.77721138
184,100804,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-9.863005,-76.076221667,2410.0
185,100804,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-9.866235,-76.076533333,2457.0
186,100106,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-9.835719978,-76.400019985,3822.0
187,100106,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-9.832709618,-76.398349755,3912.0
188,100106,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-9.838268333,-76.400855,3701.0
189,100804,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-9.861365,-76.001716667,3067.0
190,100804,5,Sierra Centro,7,Área de Empadronamiento Rural compuesto,-9.866725,-75.988081667,2875.0
191,101002,5,Sierra Centro,6,De 500 a 1 999 habitantes,-10.079556703,-76.735118507,3429.39158963
192,101108,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-9.888118333,-76.58836,3533.0
193,101108,5,Sierra Centro,8,Área de Empadronamiento Rural simple,-9.898171667,-76.600585,3500.0
194,100101,7,Selva,8,Área de Empadronamiento Rural simple,-9.888641215,-76.225717517,1914.0
195,100605,7,Selva,7,Área de Empadronamiento Rural compuesto,-9.258915,-75.920778333,685.0
196,100605,7,Selva,7,Área de Empadronamiento Rural compuesto,-9.300879978,-75.867919985,796.0
197,110101,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-14.076058232,-75.724923499,405.230120924
198,110101,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-14.100304545,-75.721898684,395.077320805
199,110101,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-14.097321704,-75.736912102,397.689168495
200,110106,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-14.044927207,-75.690629625,453.080133948
201,110101,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-14.097694072,-75.725683098,397.798484354
202,110101,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-14.07468212,-75.775384404,429.840535046
203,110101,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-14.085860319,-75.742319163,401.717007964
204,110501,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.719668973,-76.196475029,23.8499647666
205,110206,2,Costa Centro,4,De 20 000 a 49 999 habitantes,-13.404016374,-76.162574593,85.0336201
206,110207,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.393160977,-76.095900041,185.246238588
207,110305,2,Costa Centro,4,De 20 000 a 49 999 habitantes,-14.844321757,-74.94784198,560.386643698
208,110201,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.429944127,-76.12975796,89.1188238129
209,110305,2,Costa Centro,4,De 20 000 a 49 999 habitantes,-14.845272414,-74.945486234,569.720668187
210,110109,2,Costa Centro,5,De 2 000 a 19 999 habitantes,-13.936425852,-75.672373864,521.651210019
211,110506,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.73481345,-76.224469936,4.3330863935
212,110507,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.679368046,-76.14911579,86.2034346362
213,110501,2,Costa Centro,2,De 100 000 a 499 999 habitantes,-13.713359256,-76.199858084,22.3142996883
214,110111,2,Costa Centro,4,De 20 000 a 49 999 habitantes,-14.18578348,-75.71068749,379.776186088
215,110108,2,Costa Centro,4,De 20 000 a 49 999 habitantes,-13.929205239,-75.923663996,345.253243636
216,110205,2,Costa Centro,7,Área de Empadronamiento Rural compuesto,-13.550471667,-76.066601667,177.0
217,110205,2,Costa Centro,7,Área de Empadronamiento Rural compuesto,-13.57456,-76.134145,68.0
218,110506,2,Costa Centro,7,Área de Empadronamiento Rural compuesto,-13.722468126,-76.18457708,76.0
219,120107,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-12.077644823,-75.187950517,3334.42837496
220,120114,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-12.045988288,-75.222605321,3273.76353458
221,120114,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-12.053906742,-75.22118814,3267.08747119
222,120114,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-12.055425574,-75.227003011,3242.53436849
223,120114,5,Sierra Centro,2,De 100 000 a 499 999 habitantes,-12.062495815,-75.235958086,3192.34025755
224,120701,5,Sierra Centro,4,De 20 000 a 49 999 habitantes,-11.418331875,-75.689852265,3054.333959
225,120401,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-11.779561743,-75.486937521,3365.02590783
226,120502,5,Sierra Centro,5,De 2 000 a 19 999 habitantes,-10.925208295,-76.060035586,4119.41469165
227,120604,7,Selva,5,De 2 000 a 19 999 habitantes,-11.322991005,-74.528232318,653.569352944
228,120606,7,Selva,5,De 2 000 a 19 999 habitantes,-11.428203439,-74.481519928,757.890969886
229,120305,7,Selva,4,De 20 000 a 49 999 habitantes,-11.120940505,-75.367658459,835.976212559
230,120305,7,Selva,4,De 20 000 a 49 999 habitantes,-11.12535729,-75.362954924,852.376024964
231,120806,5,Sierra Centro,6,De 500 a 1 999 habitantes,-11.474127653,-75.959577126,3751.79922745
232,120603,7,Selva,8,Área de Empadronamiento Rural simple,-11.399453333,-74.608323333,1215.0
233,120603,7,Selva,8,Área de Empadronamiento Rural simple,-11.414708334,-74.623548333,1489.0
234,120605,7,Selva,7,Área de Empadronamiento Rural compuesto,-11.356623333,-74.731715,1010.0
235,120605,7,Selva,7,Área de Empadronamiento Rural compuesto,-11.419301667,-74.765675,1328.0
236,120301,7,Selva,7,Área de Empadronamiento Rural compuesto,-10.945015056,-75.33773672,1443.0
237,120301,7,Selva,7,Área de Empadronamiento Rural compuesto,-10.890027791,-75.393226586,1832.0
238,120303,7,Selva,7,Área de Empadronamiento Rural compuesto,-11.090203821,-74.831144533,1079.0
239,120303,7,Selva,7,Área de Empadronamiento Rural compuesto,-11.104917688,-74.807255871,747.0
240,120609,7,Selva,7,Área de Empadronamiento Rural compuesto,-12.275620993,-74.013978856,525.0
241,120609,7,Selva,7,Área de Empadronamiento Rural compuesto,-12.279152949,-74.090738109,591.0
242,120608,7,Selva,7,Área de Empadronamiento Rural compuesto,-10.916206667,-74.631403333,1081.0
243,120608,7,Selva,7,Área de Empadronamiento Rural compuesto,-10.974738423,-74.621909177,446.0
244,130101,1,Costa Norte,1,De 500 000 a más habitantes,-8.115320337,-79.022610124,38.6746676237
245,130103,1,Costa Norte,1,De 500 000 a más habitantes,-8.078905102,-79.023267688,112.853938581
246,130105,1,Costa Norte,1,De 500 000 a más habitantes,-8.083370126,-79.048312454,66.2792420584
247,130105,1,Costa Norte,1,De 500 000 a más habitantes,-8.067177947,-79.048815342,116.189426192
248,130102,1,Costa Norte,1,De 500 000 a más habitantes,-8.060820555,-79.029414108,249.046107099
249,130101,1,Costa Norte,1,De 500 000 a más habitantes,-8.121415075,-79.020398721,30.0172716952
250,130101,1,Costa Norte,1,De 500 000 a más habitantes,-8.102764127,-79.048221839,37.8974036804
251,130101,1,Costa Norte,1,De 500 000 a más habitantes,-8.093860345,-79.041471133,49.9653904381
252,130102,1,Costa Norte,1,De 500 000 a más habitantes,-8.061775207,-78.98859405,134.568269511
253,130704,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-7.405364946,-79.563971634,25.7961070252
254,130702,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-7.242643394,-79.473511062,93.9999384591
255,131202,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-8.505754488,-78.682510013,153.656561349
256,130705,1,Costa Norte,5,De 2 000 a 19 999 habitantes,-7.332819172,-79.488945172,81.6411946548
257,131202,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-8.514449917,-78.680886045,127.886565599
258,130106,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-8.088695501,-78.958583843,100.594978854
259,130704,1,Costa Norte,4,De 20 000 a 49 999 habitantes,-7.419546973,-79.547375461,29.3788866568
260,130205,1,Costa Norte,8,Área de Empadronamiento Rural simple,-7.779828333,-79.302188333,74.0
261,130205,1,Costa Norte,8,Área de Empadronamiento Rural simple,-7.766959293,-79.312985934,56.0
262,130905,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.661956667,-77.881131667,3262.0
263,130905,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.661316667,-77.90594,3375.0
264,130811,4,Sierra Norte,6,De 500 a 1 999 habitantes,-8.442494886,-77.32056512,3324.94041368
265,130613,4,Sierra Norte,7,Área de Empadronamiento Rural compuesto,-7.779375,-78.770338333,2278.0
266,140106,1,Costa Norte,1,De 500 000 a más habitantes,-6.79313096,-79.841668447,28.2438836776
267,140101,1,Costa Norte,1,De 500 000 a más habitantes,-6.76796893,-79.873385352,42.874323205
